id,born,site,died,id_short,sitename,lifespan,succ.years,strategy,leks,LMS,on.lek_Y1,on.lek_Y2,on.lek_Y3,on.lek_Y4,on.lek_Y5,on.lek_Y6,lekking_Y1,lekking_Y2,lekking_Y3,lekking_Y4,lekking_Y5,lekking_Y6,surv_Y1,surv_Y2,surv_Y3,surv_Y4,surv_Y5,surv_Y6,wing_Y1,wing_Y2,wing_Y3,wing_Y4,wing_Y5,wing_Y6,tarsus_Y1,tarsus_Y2,tarsus_Y3,tarsus_Y4,tarsus_Y5,tarsus_Y6,mass_Y1,mass_Y2,mass_Y3,mass_Y4,mass_Y5,mass_Y6,lyre_Y1,lyre_Y2,lyre_Y3,lyre_Y4,lyre_Y5,lyre_Y6,blue_Y1,blue_Y2,blue_Y3,blue_Y4,blue_Y5,blue_Y6,eyec_Y1,eyec_Y2,eyec_Y3,eyec_Y4,eyec_Y5,eyec_Y6,attend_Y1,attend_Y2,attend_Y3,attend_Y4,attend_Y5,attend_Y6,fight_Y1,fight_Y2,fight_Y3,fight_Y4,fight_Y5,fight_Y6,dist_Y1,dist_Y2,dist_Y3,dist_Y4,dist_Y5,dist_Y6,MS_Y1,MS_Y2,MS_Y3,MS_Y4,MS_Y5,MS_Y6,density_Y1,density_Y2,density_Y3,density_Y4,density_Y5,density_Y6,rbc_area_Y1_1,rbc_area_Y2_1,rbc_area_Y3_1,rbc_area_Y4_1,rbc_area_Y5_1,rbc_area_Y6_1,rbc_width_Y1_1,rbc_width_Y2_1,rbc_width_Y3_1,rbc_width_Y4_1,rbc_width_Y5_1,rbc_width_Y6_1,rbc_length_Y1_1,rbc_length_Y2_1,rbc_length_Y3_1,rbc_length_Y4_1,rbc_length_Y5_1,rbc_length_Y6_1,ig_Y1_1,ig_Y1_2,ig_Y1_3,ig_Y1_4,ig_Y2_1,ig_Y2_2,ig_Y2_3,ig_Y2_4,ig_Y2_5,ig_Y3_1,ig_Y3_2,ig_Y3_3,ig_Y4_1,ig_Y4_2,ig_Y4_3,ig_Y5_1,ig_Y5_2,ig_Y6_1,ig_Y6_2,caro_Y1_1,caro_Y2_1,caro_Y2_2,caro_Y2_3,caro_Y2_4,caro_Y3_1,caro_Y3_2,caro_Y3_3,caro_Y4_1,caro_Y4_2,caro_Y5_1,caro_Y5_2,caro_Y5_3,caro_Y6_1,caro_Y6_2,caro_Y6_3,smlh,froh1,spots_Y1_1.feather,spots_Y1_2.feather,spots_Y2_1.feather,spots_Y3_1.feather,spots_Y4_1.feather,spots_Y5_1.feather,spots_Y6_1.feather,spots_Y1_1.tip,spots_Y1_2.tip,spots_Y2_1.tip,spots_Y3_1.tip,spots_Y4_1.tip,spots_Y5_1.tip,spots_Y6_1.tip,hct_Y1_1,hct_Y1_2,hct_Y1_3,hct_Y1_4,hct_Y2_1,hct_Y2_2,hct_Y2_3,hct_Y2_4,hct_Y2_5,hct_Y3_1,hct_Y3_2,hct_Y4_1,hct_Y4_2,hct_Y4_3,hct_Y5_1,hct_Y5_2,hct_Y6_1,hct_Y6_2,microfage_Y1_1,microfage_Y1_2,microfage_Y1_3,microfage_Y1_4,microfage_Y2_1,microfage_Y2_2,microfage_Y2_3,microfage_Y2_4,microfage_Y2_5,microfage_Y3_1,microfage_Y3_2,microfage_Y3_3,microfage_Y4_1,microfage_Y4_2,microfage_Y4_3,microfage_Y5_1,microfage_Y5_2,microfage_Y6_1,microfage_Y6_2,leucoage_Y1_1,leucoage_Y1_2,leucoage_Y1_3,leucoage_Y2_1,leucoage_Y2_2,leucoage_Y2_3,leucoage_Y2_4,leucoage_Y2_5,leucoage_Y3_1,leucoage_Y3_2,leucoage_Y4_1,leucoage_Y4_2,leucoage_Y4_3,leucoage_Y5_1,leucoage_Y5_2,leucoage_Y6_1,leucoage_Y6_2,trypaage_Y1_1,trypaage_Y1_2,trypaage_Y1_3,trypaage_Y2_1,trypaage_Y2_2,trypaage_Y2_3,trypaage_Y2_4,trypaage_Y2_5,trypaage_Y3_1,trypaage_Y3_2,trypaage_Y4_1,trypaage_Y4_2,trypaage_Y4_3,trypaage_Y5_1,trypaage_Y5_2,trypaage_Y6_1,trypaage_Y6_2
D229063,2004,TEE,2006,D063,Teerisuo,2,1,LLS,1,7,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,259,266,NA,NA,NA,NA,58.2,57.8,NA,NA,NA,NA,1170,1220,NA,NA,NA,NA,181,215,NA,NA,NA,NA,0.255,0.283,NA,NA,NA,NA,1.42,4.44,NA,NA,NA,NA,0.06,0.99,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,34.37,NA,NA,NA,NA,0,7,NA,NA,NA,NA,7.1,10.4,NA,NA,NA,NA,73.0725,69.8322,NA,NA,NA,NA,7.8146,7.3685,NA,NA,NA,NA,11.9118,12.0727,NA,NA,NA,NA,1138377,NA,NA,NA,1109970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9564559436504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00534211373028,0.149026808247328,7,NA,0,NA,NA,NA,NA,0,NA,16,NA,NA,NA,NA,0.4975,NA,NA,NA,0.50836422613531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,105,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229082,2004,NYR,2006,D082,Nyrölä,2,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,267,NA,NA,NA,NA,59.7,59.5,NA,NA,NA,NA,1140,1280,NA,NA,NA,NA,190,206,NA,NA,NA,NA,0.235,0.251,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,896587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3611175851623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995849025174334,0.165928300416938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5457,0.5058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229093,2004,NYR,2006,D093,Nyrölä,2,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,280,NA,NA,NA,NA,63,61.5,NA,NA,NA,NA,1270,1325,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,0.241,0.226,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436465,550800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19373907347954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01614597104619,0.155322089182257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473,0.4495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229096,2004,NYR,2010,D096,Nyrölä,6,3,LLS,4,15,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,275,262,266,265,263,NA,59,58.8,61.2,59.3,59.5,NA,1110,1180,1220,1290,1280,NA,187,217,224,215,217,NA,0.216,0.215,0.211,0.232,0.212,NA,1.34,3.66,3.71,7.16,4.56,NA,0.01,0.02,0.93,1,1,0.87,NA,NA,0.3,0.18,0.39,0.21,NA,NA,13.04,9.06,7.62,15.16,0,0,4,10,1,0,7.1,10.4,14.6,14.6,10.5,8.9,64.5385,82.7154,56.9826,74.5692,82.9927,NA,8.356,8.148,6.7231,7.393,8.4685,NA,9.839,12.932,10.797,12.849,12.4843,NA,761149,NA,NA,NA,612389,NA,NA,NA,NA,727669,773783,NA,951005,NA,NA,985884,NA,NA,NA,34.7163728767157,NA,NA,NA,NA,8.14443768827879,NA,NA,NA,NA,7.32462755156618,NA,NA,NA,NA,NA,1.00871475489422,0.152598327919401,11,NA,5,4,6,1,NA,0,NA,0,0,0,2,NA,0.5195,0.5196,NA,NA,0.5139,0.5139,NA,NA,NA,0.4902,NA,0.503,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,0.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
D229097,2004,SAA,2006,D097,Saarisuo,2,0,LLUS,2,0,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,262,269,NA,NA,NA,NA,59.8,60,NA,NA,NA,NA,1140,1230,NA,NA,NA,NA,195,216,NA,NA,NA,NA,0.29,0.24,NA,NA,NA,NA,2.05,4.03,NA,NA,NA,NA,0.94,0.97,NA,NA,NA,NA,0.12,0.58,NA,NA,NA,NA,12.53,10.05,NA,NA,NA,NA,0,0,NA,NA,NA,NA,7.1,10.4,NA,NA,NA,NA,75.3725,69.9128,NA,NA,NA,NA,7.4645,7.2489,NA,NA,NA,NA,12.863,12.2861,NA,NA,NA,NA,747401,NA,NA,NA,541721,724242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0992510062975,2.83551925735347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997408397851562,0.150426461239485,11,NA,6,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0.4847,NA,NA,NA,0.5023,0.4847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5,150,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229103,2004,SAA,2006,D103,Saarisuo,2,0,LLUS,1,0,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,264,262,NA,NA,NA,NA,57.6,58.7,NA,NA,NA,NA,1150,1270,NA,NA,NA,NA,190,223,NA,NA,NA,NA,0.251,0.265,NA,NA,NA,NA,0.42,4.14,NA,NA,NA,NA,0,0.89,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,7.1,10.4,NA,NA,NA,NA,69.9284,72.8716,NA,NA,NA,NA,7.3401,7.2724,NA,NA,NA,NA,12.1362,12.7646,NA,NA,NA,NA,1648858,NA,NA,NA,831674,626141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1896528747766,6.10789415759712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01478854588501,0.143559214347364,6,NA,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,0.5613,NA,NA,NA,0.5004,0.4956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,21.5,82,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229126,2004,KUM,2007,D126,Kummunsuo,3,1,LLS,3,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,0,NA,NA,NA,260,268,NA,NA,NA,NA,59.8,NA,NA,NA,NA,NA,1185,1280,NA,NA,NA,NA,174,221,NA,NA,NA,NA,0.271,0.242,NA,NA,NA,NA,1.96,4.33,NA,NA,NA,NA,0.55,0.89,0.81,NA,NA,NA,0.41,0.44,0.41,NA,NA,NA,17.49,20.89,38.95,NA,NA,NA,1,0,0,NA,NA,NA,7.1,10.4,14.6,NA,NA,NA,79.448,84.0806,NA,NA,NA,NA,7.8588,8.7116,NA,NA,NA,NA,12.8783,12.295,NA,NA,NA,NA,860526,NA,NA,NA,669325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3345972937516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01725731884873,0.160055443394984,8,NA,2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0.5678,NA,NA,NA,0.4889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229133,2004,LEH,2008,D133,Lehtusuo,4,1,LLS,4,2,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,0,NA,NA,258,261,269,262,NA,NA,57.6,58.3,59.4,58.8,NA,NA,1160,1150,1270,1320,NA,NA,170,214,214,219,NA,NA,0.265,0.227,0.265,0.263,NA,NA,2,5.84,4.31,5.34,NA,NA,0.54,0.61,0.31,0.49,NA,NA,0.21,0,0.31,0.3,NA,NA,22.28,30.02,24.7,27.66,NA,NA,0,0,2,0,NA,NA,7.1,10.4,14.6,14.6,NA,NA,59.9398,61.0288,74.0961,60.6505,NA,NA,6.3544,6.869,7.4129,6.809,NA,NA,12.0162,11.318,12.7332,11.347,NA,NA,NA,NA,NA,NA,1776660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4909380691184,NA,NA,NA,NA,10.6900997713439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994603992982182,0.157767815559451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5736,NA,NA,NA,0.472,NA,NA,NA,NA,0.5292,NA,0.516,NA,NA,NA,NA,NA,NA,92.5,NA,NA,NA,82.5,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,1.5,NA,NA,NA,NA,16.5,NA,2.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
D229154,2003,NYR,2007,D154,Nyrölä,4,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,280,277,NA,NA,NA,59.4,58.5,60.3,NA,NA,NA,1270,1310,1270,NA,NA,NA,238,225,233,NA,NA,NA,0.204,0.268,0.244,NA,NA,NA,2.79,3.58,NA,NA,NA,NA,0.82,0.94,0.99,NA,NA,NA,0.25,0.147,0.51,NA,NA,NA,12.17,43.57,6.08,NA,NA,NA,0,0,2,NA,NA,NA,7.1,10.4,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898191,989320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0598696180196,NA,NA,NA,NA,NA,NA,NA,0.995783598165639,0.158332686783224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
D229155,2004,TEE,2007,D155,Teerisuo,3,1,LLS,2,1,1,1,1,NA,NA,NA,0,1,1,NA,NA,NA,1,1,0,NA,NA,NA,262,262,267,NA,NA,NA,58.4,59.4,57.2,NA,NA,NA,1190,1280,1280,NA,NA,NA,188,208,215,NA,NA,NA,0.29,0.275,0.27,NA,NA,NA,2.1,5.02,4.3,NA,NA,NA,0.19,1,0.85,NA,NA,NA,NA,0.31,0.09,NA,NA,NA,NA,19.03,31,NA,NA,NA,0,0,1,NA,NA,NA,7.1,10.4,14.6,NA,NA,NA,67.1656,81.5986,NA,NA,NA,NA,6.9169,7.7492,NA,NA,NA,NA,12.3698,13.414,NA,NA,NA,NA,655590,NA,NA,NA,1722433,NA,NA,NA,NA,1018376,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5293245644547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01214365029179,0.160004107397583,5,NA,4,5,NA,NA,NA,0,NA,10,12,NA,NA,NA,0.5298,NA,NA,NA,0.5892,NA,NA,NA,NA,0.5318,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,72.5,1.5,NA,NA,NA,57.5,72.5,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
D229160,2003,SAA,2007,D160,Saarisuo,4,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,268,269,NA,NA,NA,61,59.6,59.4,NA,NA,NA,1250,1400,1300,NA,NA,NA,229,232,228,NA,NA,NA,0.28,0.23,0.23,NA,NA,NA,3.3,NA,NA,NA,NA,NA,1,0.96,0.64,NA,NA,NA,0.37,NA,0.2,NA,NA,NA,11.18,15.81,15.23,NA,NA,NA,16,34,1,NA,NA,NA,7.1,10.4,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452249,872417,NA,NA,NA,639654,474346,NA,809986,597223,NA,NA,NA,NA,NA,NA,20.30489168244,36.9617236931893,4.38644294823986,NA,9.15012928633024,NA,NA,9.91893650409705,NA,NA,NA,NA,NA,NA,NA,0.993719599717833,0.160919405677457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5149,0.5049,NA,NA,NA,0.5306,0.4954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.5,205,NA,NA,NA,117.5,325,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.5,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,8.5,NA,NA,NA,0,27.5,0.5,NA,NA,NA,NA,NA,NA
D229161,2003,SAA,2005,D161,Saarisuo,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,1190,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,0.228,NA,NA,NA,NA,NA,3.79,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,14.14,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728973,879149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1617039765904,29.1783806363031,35.7256150830356,5.23208850376846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01396596894923,0.156221165665338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5274,0.5316,0.5205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,75,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,1,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229162,2004,SAA,2007,D162,Saarisuo,3,0,LLUS,1,0,0,0,1,NA,NA,NA,0,0,1,NA,NA,NA,1,1,0,NA,NA,NA,266,275,275,NA,NA,NA,61,60,59.5,NA,NA,NA,1190,1280,1320,NA,NA,NA,198,225,228,NA,NA,NA,0.247,0.259,0.238,NA,NA,NA,1.93,3.74,3.12,NA,NA,NA,0,NA,0.84,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,19.42,NA,NA,NA,0,0,0,NA,NA,NA,7.1,10.4,14.6,NA,NA,NA,69.9948,75.2048,80.0517,NA,NA,NA,7.5335,8.1473,8.398,NA,NA,NA,11.8358,11.7587,12.143,NA,NA,NA,891402,NA,NA,NA,3355550,NA,NA,NA,NA,1004454,2122176,NA,NA,NA,NA,NA,NA,NA,NA,23.9553460537482,NA,NA,NA,NA,11.1865073449699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00720447944102,0.152402215547136,0,NA,2,0,NA,NA,NA,0,NA,8,8,NA,NA,NA,0.5145,NA,NA,NA,0.5214,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,62.5,10,NA,NA,NA,125,62.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
D229164,2004,KUM,2005,D164,Kummunsuo,1,0,SLUS,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,257,NA,NA,NA,NA,NA,61.9,NA,NA,NA,NA,NA,1230,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA,0.247,NA,NA,NA,NA,NA,1.27,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,17.12,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,65.8067,NA,NA,NA,NA,NA,6.7292,NA,NA,NA,NA,NA,12.4577,NA,NA,NA,NA,NA,2192128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1178481050064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02329715967524,0.144565770316188,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.5534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229165,2003,KUM,2008,D165,Kummunsuo,5,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,260,267,267,271,NA,NA,60,59.6,61,60.5,NA,NA,1310,1280,1330,1355,NA,NA,209,210,216,210,NA,NA,0.235,0.221,0.255,0.239,NA,NA,1.06,12.08,NA,5.49,NA,NA,NA,0.08,0.96,0.15,NA,NA,NA,NA,0.35,0.25,NA,NA,NA,NA,19.5,5.66,NA,NA,NA,0,1,0,NA,NA,7.1,10.4,14.6,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831090,1346345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8882137057689,NA,NA,NA,NA,NA,NA,NA,1.01116213925544,0.1432953968096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
D229167,2004,KUM,2008,D167,Kummunsuo,4,4,LLS,4,25,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,0,NA,NA,259,272,269,271,NA,NA,61.2,57.8,55.8,59.3,NA,NA,1190,1295,1240,1300,NA,NA,193,221,218,217,NA,NA,0.233,0.243,0.26,0.309,NA,NA,1.1,5.69,3.16,4.51,NA,NA,1,0.94,0.84,0.65,NA,NA,0.65,0.41,0.29,0.29,NA,NA,10.63,13.6,29.15,24.6,NA,NA,4,7,9,5,NA,NA,7.1,10.4,14.6,14.6,NA,NA,59.3123,67.5476,79.9472,79.0041,NA,NA,6.9338,7.1395,8.0153,7.692,NA,NA,10.897,12.0524,12.7061,13.084,NA,NA,1777133,NA,NA,NA,710849,706690,NA,NA,NA,836824,1048495,NA,995539,NA,NA,NA,NA,NA,NA,26.7134078188997,6.56504604064925,NA,NA,NA,6.53214551724961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.988255629760642,0.154624171542875,7,NA,2,3,8,NA,NA,0,NA,0,6,10,NA,NA,0.5813,NA,NA,NA,0.4708,0.4708,NA,NA,NA,0.502425044091711,NA,0.4929,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,185,14,NA,NA,NA,230,175,NA,1.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
