id,born,site,died,id_short,sitename,lifespan,succ.years,strategy,leks,LMS,on.lek_Y1,on.lek_Y2,on.lek_Y3,on.lek_Y4,on.lek_Y5,on.lek_Y6,lekking_Y1,lekking_Y2,lekking_Y3,lekking_Y4,lekking_Y5,lekking_Y6,surv_Y1,surv_Y2,surv_Y3,surv_Y4,surv_Y5,surv_Y6,wing_Y1,wing_Y2,wing_Y3,wing_Y4,wing_Y5,wing_Y6,tarsus_Y1,tarsus_Y2,tarsus_Y3,tarsus_Y4,tarsus_Y5,tarsus_Y6,mass_Y1,mass_Y2,mass_Y3,mass_Y4,mass_Y5,mass_Y6,lyre_Y1,lyre_Y2,lyre_Y3,lyre_Y4,lyre_Y5,lyre_Y6,blue_Y1,blue_Y2,blue_Y3,blue_Y4,blue_Y5,blue_Y6,eyec_Y1,eyec_Y2,eyec_Y3,eyec_Y4,eyec_Y5,eyec_Y6,attend_Y1,attend_Y2,attend_Y3,attend_Y4,attend_Y5,attend_Y6,fight_Y1,fight_Y2,fight_Y3,fight_Y4,fight_Y5,fight_Y6,dist_Y1,dist_Y2,dist_Y3,dist_Y4,dist_Y5,dist_Y6,MS_Y1,MS_Y2,MS_Y3,MS_Y4,MS_Y5,MS_Y6,density_Y1,density_Y2,density_Y3,density_Y4,density_Y5,density_Y6,rbc_area_Y1_1,rbc_area_Y2_1,rbc_area_Y3_1,rbc_area_Y4_1,rbc_area_Y5_1,rbc_area_Y6_1,rbc_width_Y1_1,rbc_width_Y2_1,rbc_width_Y3_1,rbc_width_Y4_1,rbc_width_Y5_1,rbc_width_Y6_1,rbc_length_Y1_1,rbc_length_Y2_1,rbc_length_Y3_1,rbc_length_Y4_1,rbc_length_Y5_1,rbc_length_Y6_1,ig_Y1_1,ig_Y1_2,ig_Y1_3,ig_Y1_4,ig_Y2_1,ig_Y2_2,ig_Y2_3,ig_Y2_4,ig_Y2_5,ig_Y3_1,ig_Y3_2,ig_Y3_3,ig_Y4_1,ig_Y4_2,ig_Y4_3,ig_Y5_1,ig_Y5_2,ig_Y6_1,ig_Y6_2,caro_Y1_1,caro_Y2_1,caro_Y2_2,caro_Y2_3,caro_Y2_4,caro_Y3_1,caro_Y3_2,caro_Y3_3,caro_Y4_1,caro_Y4_2,caro_Y5_1,caro_Y5_2,caro_Y5_3,caro_Y6_1,caro_Y6_2,caro_Y6_3,smlh,froh1,spots_Y1_1.feather,spots_Y1_2.feather,spots_Y2_1.feather,spots_Y3_1.feather,spots_Y4_1.feather,spots_Y5_1.feather,spots_Y6_1.feather,spots_Y1_1.tip,spots_Y1_2.tip,spots_Y2_1.tip,spots_Y3_1.tip,spots_Y4_1.tip,spots_Y5_1.tip,spots_Y6_1.tip,hct_Y1_1,hct_Y1_2,hct_Y1_3,hct_Y1_4,hct_Y2_1,hct_Y2_2,hct_Y2_3,hct_Y2_4,hct_Y2_5,hct_Y3_1,hct_Y3_2,hct_Y4_1,hct_Y4_2,hct_Y4_3,hct_Y5_1,hct_Y5_2,hct_Y6_1,hct_Y6_2,microfage_Y1_1,microfage_Y1_2,microfage_Y1_3,microfage_Y1_4,microfage_Y2_1,microfage_Y2_2,microfage_Y2_3,microfage_Y2_4,microfage_Y2_5,microfage_Y3_1,microfage_Y3_2,microfage_Y3_3,microfage_Y4_1,microfage_Y4_2,microfage_Y4_3,microfage_Y5_1,microfage_Y5_2,microfage_Y6_1,microfage_Y6_2,leucoage_Y1_1,leucoage_Y1_2,leucoage_Y1_3,leucoage_Y2_1,leucoage_Y2_2,leucoage_Y2_3,leucoage_Y2_4,leucoage_Y2_5,leucoage_Y3_1,leucoage_Y3_2,leucoage_Y4_1,leucoage_Y4_2,leucoage_Y4_3,leucoage_Y5_1,leucoage_Y5_2,leucoage_Y6_1,leucoage_Y6_2,trypaage_Y1_1,trypaage_Y1_2,trypaage_Y1_3,trypaage_Y2_1,trypaage_Y2_2,trypaage_Y2_3,trypaage_Y2_4,trypaage_Y2_5,trypaage_Y3_1,trypaage_Y3_2,trypaage_Y4_1,trypaage_Y4_2,trypaage_Y4_3,trypaage_Y5_1,trypaage_Y5_2,trypaage_Y6_1,trypaage_Y6_2
D211474,2002,KUM,2006,D474,Kummunsuo,4,0,LLUS,4,0,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,0,NA,NA,272,275,270,268,NA,NA,59.5,60.1,60.6,60.9,NA,NA,1260,1340,1320,1380,NA,NA,188,214,212,213,NA,NA,0.258,0.253,0.223,0.25,NA,NA,2.15,5.02,6.53,6.17,NA,NA,0.55,0.93,0.74,0.78,NA,NA,0.31,0.47,0.39,0.29,NA,NA,28.13,11.4,18,16.28,NA,NA,0,0,0,0,NA,NA,7.4,7,7.1,10.4,NA,NA,NA,83.1442,NA,NA,NA,NA,NA,8.995,NA,NA,NA,NA,NA,11.775,NA,NA,NA,NA,484899,344278,NA,NA,1431642,3161667,NA,NA,NA,1339521,NA,NA,2556814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.014815341341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00253284528012,0.140283971738673,NA,NA,9,10,11,NA,NA,NA,NA,0,5,3,NA,NA,0.546761751827118,0.5379,NA,NA,0.5086,NA,NA,NA,NA,0.5344,NA,0.507239057239057,NA,NA,NA,NA,NA,NA,10,50,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,140,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
D211478,2001,KUM,2004,D478,Kummunsuo,3,1,LLS,3,2,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,0,NA,NA,NA,265,276,267,NA,NA,NA,61.9,60.3,59.2,NA,NA,NA,1300,1360,1320,NA,NA,NA,192,225,227,NA,NA,NA,0.27,0.288,0.272,NA,NA,NA,3.98,6.71,5.33,NA,NA,NA,0.33,0.91,0.86,NA,NA,NA,0.08,0.23,0.51,NA,NA,NA,29.39,19.94,15.65,NA,NA,NA,0,0,2,NA,NA,NA,6.2,7.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047610,716779,NA,NA,535856,NA,NA,NA,NA,1095836,1581174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991342739507477,0.151809233246987,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.5385,0.5329,NA,NA,0.515842877235282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.5,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211482,2001,KUM,2003,D482,Kummunsuo,2,0,LLUS,2,0,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,257,266,NA,NA,NA,NA,56.4,57.6,NA,NA,NA,NA,1100,1320,NA,NA,NA,NA,190,216,NA,NA,NA,NA,0.26,0.243,NA,NA,NA,NA,3.4,1.88,NA,NA,NA,NA,0.89,0.96,NA,NA,NA,NA,0.16,0.6,NA,NA,NA,NA,18.34,7.99,NA,NA,NA,NA,0,0,NA,NA,NA,NA,6.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2192625,1113541,1485608,NA,684813,491923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997312747826366,0.150066193165785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5135,0.5205,NA,NA,0.5143,0.5054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,NA,NA,70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211489,2002,LEH,2005,D489,Lehtusuo,3,NA,NA,NA,NA,1,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,278,283,NA,NA,NA,58.5,59.9,58.1,NA,NA,NA,1110,1250,1300,NA,NA,NA,187,222,227,NA,NA,NA,0.263,0.248,0.267,NA,NA,NA,3.54,1.53,3.04,NA,NA,NA,0.08,0.13,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,7.4,7,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1058218835903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985332905942997,0.173947031007061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
D211490,2002,LEH,2004,D490,Lehtusuo,2,1,LLS,1,4,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,264,275,NA,NA,NA,NA,59.5,62.6,NA,NA,NA,NA,1170,1270,NA,NA,NA,NA,193,225,NA,NA,NA,NA,0.256,0.248,NA,NA,NA,NA,0.77,3.55,NA,NA,NA,NA,0.08,0.93,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,20.02,NA,NA,NA,NA,0,4,NA,NA,NA,NA,7.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685321,426558,NA,NA,675477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997773647030351,0.144631013982596,NA,NA,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,0.5368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217810,2002,TEE,2004,D810,Teerisuo,2,1,LLS,1,3,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,271,277,NA,NA,NA,NA,61.8,61.5,NA,NA,NA,NA,1160,1290,NA,NA,NA,NA,180,247,NA,NA,NA,NA,0.258,0.23,NA,NA,NA,NA,1.4,3.13,NA,NA,NA,NA,0.02,1,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,9.22,NA,NA,NA,NA,0,3,NA,NA,NA,NA,7.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00253958253035,0.147894368307455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217818,2002,KUM,2006,D818,Kummunsuo,4,0,LLUS,2,0,0,1,1,1,NA,NA,0,1,1,0,NA,NA,1,1,1,0,NA,NA,264,270,NA,NA,NA,NA,59.1,59.2,NA,NA,NA,NA,1250,1250,NA,NA,NA,NA,184,221,NA,NA,NA,NA,0.262,0.272,NA,NA,NA,NA,2.13,2.06,NA,NA,NA,NA,0,0.72,0.68,0.17,NA,NA,NA,0.46,0.52,NA,NA,NA,NA,20.25,18.97,NA,NA,NA,0,0,0,0,NA,NA,7.4,7,7.1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600851,536696,410965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983081657371843,0.165616834151649,NA,NA,6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.5697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217821,2002,NYR,2006,D821,Nyrölä,4,3,LLS,3,7,0,1,1,1,NA,NA,0,1,1,1,NA,NA,1,1,1,0,NA,NA,266,272,281,271,NA,NA,59,58,57.5,58.6,NA,NA,1220,1270,1300,1280,NA,NA,204,227,233,NA,NA,NA,0.258,0.267,0.296,NA,NA,NA,2.7,2.43,4.16,4.21,NA,NA,0,0.76,0.82,0.89,NA,NA,NA,0.14,0.16,0.15,NA,NA,NA,37,19.24,3.16,NA,NA,0,1,4,2,NA,NA,7.4,7,7.1,10.4,NA,NA,63.7399,83.8324,99.1709,67.3436,NA,NA,6.956,8.676,9.134,7.9391,NA,NA,11.673,12.309,13.831,10.8057,NA,NA,NA,NA,NA,NA,390865,525639,NA,NA,NA,2192074,NA,NA,7565227,4017880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7290872262485,NA,NA,7.27806100510452,NA,NA,NA,NA,NA,NA,NA,1.02593377561342,0.143737759661804,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0.5389,NA,NA,NA,0.5232,0.5299,NA,NA,NA,0.533,NA,0.5,0.4824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,2,11.5,NA,NA,NA,NA,NA
D217831,2003,TEE,2006,D831,Teerisuo,3,2,LLS,2,9,0,1,1,NA,NA,NA,0,1,1,NA,NA,NA,1,1,1,NA,NA,NA,272,275,NA,NA,NA,NA,59.7,59,NA,NA,NA,NA,1170,1290,NA,NA,NA,NA,212,230,NA,NA,NA,NA,0.249,0.25,NA,NA,NA,NA,1.11,4.78,NA,NA,NA,NA,0,1,0.97,NA,NA,NA,NA,0.44,0.55,NA,NA,NA,NA,3,9.22,NA,NA,NA,0,4,5,NA,NA,NA,7,7.1,10.4,NA,NA,NA,72.6072,76.6987,NA,NA,NA,NA,7.3567,7.4621,NA,NA,NA,NA,12.5726,13.0935,NA,NA,NA,NA,338833,376301,NA,NA,603114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9551944573002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984970222234681,0.153020666197699,6,NA,4,NA,NA,NA,NA,0,NA,8,NA,NA,NA,NA,0.5414,NA,NA,NA,0.5048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217835,2003,TEE,2007,D835,Teerisuo,4,3,LLS,4,10,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,0,NA,NA,271,273,NA,NA,NA,NA,61.7,61,NA,NA,NA,NA,1160,1310,NA,NA,NA,NA,191,NA,NA,NA,NA,NA,0.258,0.273,NA,NA,NA,NA,0.44,3.42,NA,NA,NA,NA,0.83,1,0.94,0.86,NA,NA,0.12,0.15,0.51,0.33,NA,NA,24.08,12.17,2.24,5.66,NA,NA,0,2,2,6,NA,NA,7,7.1,10.4,14.6,NA,NA,72.9284,81.5156,NA,NA,NA,NA,7.5097,8.0525,NA,NA,NA,NA,12.3709,12.8956,NA,NA,NA,NA,338821,NA,NA,NA,779862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1166097368035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98361683786686,0.159416715249493,1,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0.4698,NA,NA,NA,0.5322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217864,2002,TEE,2004,D864,Teerisuo,2,0,LLUS,1,0,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,271,277,NA,NA,NA,NA,61.3,63.2,NA,NA,NA,NA,1330,1290,NA,NA,NA,NA,178,233,NA,NA,NA,NA,0.203,0.257,NA,NA,NA,NA,1.32,2.48,NA,NA,NA,NA,0,0.42,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,21.95,NA,NA,NA,NA,0,0,NA,NA,NA,NA,7.4,7,NA,NA,NA,NA,81.5752,82.8075,NA,NA,NA,NA,8.2402,7.9624,NA,NA,NA,NA,12.6111,13.2481,NA,NA,NA,NA,NA,NA,NA,NA,980283,911012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00308767861384,0.138148839347965,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.5023,NA,NA,NA,0.5134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217870,2003,NYR,2004,D870,Nyrölä,1,0,SLUS,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,61.1,NA,NA,NA,NA,NA,1230,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,0.237,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,16.28,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,67.314,NA,NA,NA,NA,NA,7.3032,NA,NA,NA,NA,NA,11.7415,NA,NA,NA,NA,NA,842932,1169624,677582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996193429720166,0.152335564883068,9,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217891,2003,LEH,2005,D891,Lehtusuo,2,0,LLUS,2,0,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,271,278,NA,NA,NA,NA,60.4,60,NA,NA,NA,NA,1210,1320,NA,NA,NA,NA,186,210,NA,NA,NA,NA,0.275,0.281,NA,NA,NA,NA,1.08,3.3,NA,NA,NA,NA,0.83,0.87,NA,NA,NA,NA,0,0.26,NA,NA,NA,NA,39.45,15.65,NA,NA,NA,NA,0,0,NA,NA,NA,NA,7,7.1,NA,NA,NA,NA,83.2086,81.1869,NA,NA,NA,NA,8.2632,7.7388,NA,NA,NA,NA,12.8277,13.3642,NA,NA,NA,NA,702894,NA,NA,NA,742592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2403902482621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00087799619544,0.144991391589024,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.548,NA,NA,NA,0.5235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217896,2002,KUM,2008,D896,Kummunsuo,6,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,275,280,284,NA,272,NA,61.4,59.7,60.7,NA,61.7,NA,1310,1360,1390,NA,1280,NA,211,216,220,NA,216,NA,0.274,0.282,0.247,NA,0.213,NA,3.87,4.64,NA,NA,6.31,NA,0.28,0.94,0.89,0.96,0.8,NA,0.21,0.48,NA,0.47,0.24,NA,23.05,1.41,6.95,26.93,0.24,NA,0,5,9,3,4,NA,7,7.1,10.4,14.6,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149496,973296,1107975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.92376198844638,NA,NA,NA,NA,NA,NA,NA,1.01421397642446,0.145840894555848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5008,0.5173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.5,NA,NA,NA,NA,NA
D217897,2003,KUM,2006,D897,Kummunsuo,3,0,LLUS,2,0,1,0,1,NA,NA,NA,1,0,1,NA,NA,NA,1,1,0,NA,NA,NA,260,267,268,NA,NA,NA,59.2,57.6,59,NA,NA,NA,1170,1290,1270,NA,NA,NA,194,239,240,NA,NA,NA,0.265,0.278,0.254,NA,NA,NA,1.11,3.74,5.57,NA,NA,NA,0.36,NA,0.78,NA,NA,NA,0.2,NA,0.32,NA,NA,NA,61.52,NA,31,NA,NA,NA,0,0,0,NA,NA,NA,7,7.1,10.4,NA,NA,NA,78.5524,67.115,71.9821,NA,NA,NA,7.8821,7.2462,7.7721,NA,NA,NA,12.6954,11.7988,11.7983,NA,NA,NA,1034577,1295181,NA,NA,1198149,NA,NA,NA,NA,1925310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6572717485342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987638678603029,0.162781512811112,3,NA,3,5,NA,NA,NA,0,NA,0,0,NA,NA,NA,0.55,NA,NA,NA,0.5247,NA,NA,NA,NA,0.5124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,250,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
D217910,2002,NYR,2006,D910,Nyrölä,4,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,271,274,NA,NA,NA,59.1,58.2,57.9,NA,NA,NA,1260,1260,1270,NA,NA,NA,233,233,232,NA,NA,NA,NA,0.256,0.256,NA,NA,NA,16.28,4.27,NA,NA,NA,NA,0.96,0.95,0.97,NA,NA,NA,0.39,0.24,NA,NA,NA,NA,16.28,10,47,NA,NA,NA,0,0,0,NA,NA,NA,7,7.1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2491840,3753791,NA,2047075,2166310,3759163,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7109945558096,69.5723834958005,11.9875893574587,9.00077060436176,NA,NA,NA,NA,NA,NA,NA,0.982341733981239,0.174880592375449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,0.5175,0.5,0.5085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,65,NA,28,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1.5,17.5,NA,NA,NA,NA,NA
