id,born,site,id_short,sitename,lifespan,succ.years,strategy,leks,LMS,age,year,on.lek,lekking,tenureyear,surv,leksize,density,tarsus,wing,mass,lyre,blue,eyec,attend,fight,dist,MS,mean_ig_post,mean_ig_pre,mean_ig,mean_caro_post,mean_caro_pre,mean_caro,smlh,froh1,spots_feather,spots_tip,mean_hct_post,mean_hct_pre,mean_hct,mean_rbc_area_post,mean_rbc_area_pre,mean_rbc_width_post,mean_rbc_width_pre,mean_rbc_length_post,mean_rbc_length_pre,mean_rbc_area,mean_rbc_length,mean_rbc_width,mean_microf_post,mean_microf_pre,mean_leuco_post,mean_leuco_pre,mean_trypa_post,mean_trypa_pre,mean_microf,mean_leuco,mean_trypa
D237337,2006,KUM,D337,Kummunsuo,4,1,LLS,4,2,3,2009,1,1,3,1,21,10.5,NA,NA,NA,NA,NA,NA,0.93,0.21,19.24,0,NA,NA,NA,NA,NA,NA,0.990354104640587,0.1543579303446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237337,2006,KUM,D337,Kummunsuo,4,1,LLS,4,2,4,2010,1,1,4,0,18,8.9,58.8,273,1260,222,0.231,3.56,0.99,0.11,27.66,0,NA,1262454,1262454,NA,NA,NA,0.990354104640587,0.1543579303446,0,23,NA,0.4904,0.4904,NA,78.5161,NA,7.6823,NA,13.0197,78.5161,13.0197,7.6823,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237339,2006,KUM,D339,Kummunsuo,3,1,LLS,2,4,1,2007,1,1,1,1,31,14.6,58.8,268,1060,188,0.276,1.73,0.91,0.33,14.14,4,NA,875661,875661,NA,NA,NA,1.01300677232883,0.165077028994457,2,0,NA,0.522,0.522,NA,83.9539,NA,8.3367,NA,12.8285,83.9539,12.8285,8.3367,NA,0,NA,0.5,NA,0,0,0.5,0
D237339,2006,KUM,D339,Kummunsuo,3,1,LLS,2,4,2,2008,1,0,2,1,38,14.6,58.1,267,1200,201,0.272,4.17,0.23,NA,NA,0,NA,1616289,1616289,NA,NA,NA,1.01300677232883,0.165077028994457,0,7,NA,0.5143,0.5143,NA,71.8429,NA,6.8589,NA,13.3431,71.8429,13.3431,6.8589,NA,0,NA,NA,NA,NA,0,NA,NA
D237339,2006,KUM,D339,Kummunsuo,3,1,LLS,2,4,3,2009,1,1,3,0,21,10.5,58.7,283,1260,232,0.228,4.02,0.97,0.31,10.05,0,NA,958521,958521,NA,7.53614632745954,7.53614632745954,1.01300677232883,0.165077028994457,0,5,NA,0.5331,0.5331,NA,75.4116,NA,7.9024,NA,12.1565,75.4116,12.1565,7.9024,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237340,2006,KUM,D340,Kummunsuo,4,1,LLS,4,1,1,2007,1,1,1,1,31,14.6,59.8,266,1170,190,0.26,1.98,0.42,0.13,19.42,0,NA,1324527,1324527,NA,NA,NA,0.994199015644607,0.1512470873966,3,0,NA,0.539,0.539,NA,81.083,NA,7.912,NA,13.0549,81.083,13.0549,7.912,NA,5,NA,0.5,NA,0,5,0.5,0
D237340,2006,KUM,D340,Kummunsuo,4,1,LLS,4,1,2,2008,1,1,2,1,38,14.6,60.2,273,1300,227,0.283,5.01,0.75,0.1,41.23,1,NA,899211,899211,NA,NA,NA,0.994199015644607,0.1512470873966,0,0,NA,0.5232,0.5232,NA,75.0824,NA,7.5495,NA,12.6693,75.0824,12.6693,7.5495,NA,5,NA,NA,NA,NA,5,NA,NA
D237340,2006,KUM,D340,Kummunsuo,4,1,LLS,4,1,3,2009,1,1,3,1,21,10.5,61.2,271,1310,212,0.246,3.81,0.8,0.51,23.02,0,NA,705482,705482,NA,7.22312726637607,7.22312726637607,0.994199015644607,0.1512470873966,1,6,NA,0.4693,0.4693,NA,85.4472,NA,8.2468,NA,13.199,85.4472,13.199,8.2468,NA,600,NA,0,NA,NA,600,0,NA
D237340,2006,KUM,D340,Kummunsuo,4,1,LLS,4,1,4,2010,1,1,4,0,18,8.9,59.6,278,1290,229,0.238,5.15,0.97,0.3,27.29,0,NA,3152863,3152863,NA,NA,NA,0.994199015644607,0.1512470873966,2,17,NA,0.4809,0.4809,NA,72.9244,NA,7.7383,NA,12.0049,72.9244,12.0049,7.7383,NA,235,NA,0,NA,NA,235,0,NA
D237352,2006,NYR,D352,Nyrölä,1,0,SLUS,1,0,1,2007,1,1,1,0,20,14.6,60,262,1130,183,NA,1.81,0.9,0.11,12.08,0,NA,701053,701053,NA,NA,NA,1.01446493196057,0.149303432152322,2,0,NA,0.5254,0.5254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,2,0,0
D237355,2006,SAA,D355,Saarisuo,1,0,SLUS,1,0,1,2007,1,1,1,0,18,14.6,57.8,261,1100,192,0.259,1.05,0.6,0,35.69,0,NA,536102,536102,NA,NA,NA,0.992034698209105,0.161236082713272,5,5,NA,0.513636488856647,0.513636488856647,NA,70.2402,NA,7.4776,NA,11.9661,70.2402,11.9661,7.4776,NA,0,NA,0,NA,0,0,0,0
D237360,2006,NYR,D360,Nyrölä,1,0,SLUS,1,0,1,2007,1,1,1,0,20,14.6,61,274,1190,205,0.204,1.81,0.59,0.03,31,0,NA,462402,462402,NA,NA,NA,0.997313091809529,0.154056259292315,10,6,NA,0.548349261115219,0.548349261115219,NA,75.9201,NA,7.4623,NA,12.9603,75.9201,12.9603,7.4623,NA,20,NA,0,NA,0,20,0,0
D237361,2006,NYR,D361,Nyrölä,2,1,LLS,2,7,1,2007,1,1,1,1,20,14.6,57.7,259,1130,182,0.217,1.08,0.93,0.11,15.03,0,753024,535114,644069,15.0549389466027,NA,15.0549389466027,1.00385419050984,0.163810017146821,0,0,NA,0.519578313253012,0.519578313253012,NA,72.1956,NA,7.8365,NA,11.7359,72.1956,11.7359,7.8365,NA,4,NA,0,NA,0,4,0,0
D237361,2006,NYR,D361,Nyrölä,2,1,LLS,2,7,2,2008,1,1,2,0,25,14.6,57.4,268,1270,223,0.266,5.89,0.91,0.1,17.49,7,NA,547117,547117,NA,NA,NA,1.00385419050984,0.163810017146821,0,3,NA,0.5205,0.5205,NA,66.7252,NA,7.1344,NA,11.9142,66.7252,11.9142,7.1344,NA,4,NA,NA,NA,NA,4,NA,NA
D237369,2006,SAA,D369,Saarisuo,1,0,SLUS,1,0,1,2007,1,1,1,0,18,14.6,60,261,1160,185,0.207,1.54,0.42,0.09,39.45,0,NA,572989,572989,NA,NA,NA,1.00968788643826,0.158843379137467,8,0,NA,0.478,0.478,NA,83.5822,NA,7.8987,NA,13.48,83.5822,13.48,7.8987,NA,9,NA,0,NA,0,9,0,0
D237370,2006,SAA,D370,Saarisuo,1,NA,NA,NA,NA,1,2007,0,0,NA,NA,NA,14.6,60.1,265,1100,192,0.212,NA,NA,NA,NA,NA,1448174,1390442,1419308,10.2580771629633,NA,10.2580771629633,0.988503176095258,0.160108976021427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,0,NA,0,11,0,0
D237371,2006,SAA,D371,Saarisuo,1,0,SLUS,1,0,1,2007,1,1,1,0,18,14.6,59.9,262,1160,197,0.213,1.57,0.7,0.24,17,0,NA,643549,643549,NA,NA,NA,1.01804858320803,0.149529175118606,8,0,NA,0.533,0.533,NA,69.0448,NA,7.287,NA,12.0702,69.0448,12.0702,7.287,NA,0.5,NA,0,NA,0,0.5,0,0
D237378,2006,NYR,D378,Nyrölä,1,1,SLS,1,3,1,2007,1,1,1,0,20,14.6,61.5,264,1180,184,0.204,1.49,0.87,0.29,5.39,3,801794,511978,656886,16.1480995188749,NA,16.1480995188749,1.0194255331918,0.147152573849347,3,0,NA,0.499,0.499,NA,72.878,NA,8.3064,NA,11.1767,72.878,11.1767,8.3064,NA,0,NA,0,NA,0,0,0,0
D237379,2005,NYR,D379,Nyrölä,2,NA,NA,NA,NA,2,2007,1,1,NA,NA,NA,14.6,59.1,270,1240,210,0.275,NA,0.93,0.29,15.81,1,980205,686558,833381.5,11.6455926855612,NA,11.6455926855612,1.00426741792262,0.162075335408402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.5,NA,0,0,0.5,0
D237385,2006,TEE,D385,Teerisuo,2,0,LLUS,2,0,1,2007,1,1,1,1,17,14.6,58.6,261,1130,211,0.272,1.81,0.75,0.11,25.24,0,NA,1143316,1143316,NA,NA,NA,1.00516868725461,0.141974807526678,12,0,NA,0.5396,0.5396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,0.5,NA,0,1.5,0.5,0
D237385,2006,TEE,D385,Teerisuo,2,0,LLUS,2,0,2,2008,1,1,2,0,9,14.6,57.9,261,1265,249,0.234,5.16,0.81,0.26,14.87,0,NA,946442,946442,NA,NA,NA,1.00516868725461,0.141974807526678,8,0,NA,0.5261,0.5261,NA,69.2244,NA,6.8674,NA,12.8409,69.2244,12.8409,6.8674,NA,0.5,NA,NA,NA,NA,0.5,NA,NA
D237389,2006,KUM,D389,Kummunsuo,2,0,LLUS,2,0,1,2007,1,1,1,1,31,14.6,58.5,270,1180,188,0.266,2.33,0.58,0.15,38.01,0,829767,616964,723365.5,15.5095050875286,NA,15.5095050875286,0.982646716706963,0.169491922779432,8,0,NA,0.539,0.539,NA,75.7282,NA,7.2652,NA,13.2782,75.7282,13.2782,7.2652,NA,47.5,NA,0,NA,0,47.5,0,0
D237389,2006,KUM,D389,Kummunsuo,2,0,LLUS,2,0,2,2008,1,1,2,0,38,14.6,NA,NA,NA,NA,NA,NA,0.87,0.2,5,0,NA,NA,NA,NA,NA,NA,0.982646716706963,0.169491922779432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237391,2006,NYR,D391,Nyrölä,5,2,LLS,4,8,1,2007,0,0,NA,1,20,14.6,61.2,265,1180,184,0.225,1.5,0,NA,NA,0,NA,833362,833362,NA,NA,NA,1.0218167629186,0.148206717804821,0,0,NA,0.4902,0.4902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0
D237391,2006,NYR,D391,Nyrölä,5,2,LLS,4,8,2,2008,1,1,1,1,25,14.6,61.1,267,1320,211,0.212,5.138,0.62,0.21,29.02,0,NA,594951,594951,NA,NA,NA,1.0218167629186,0.148206717804821,0,0,NA,0.5129,0.5129,NA,69.2316,NA,7.2266,NA,12.2039,69.2316,12.2039,7.2266,NA,0,NA,NA,NA,NA,0,NA,NA
D237391,2006,NYR,D391,Nyrölä,5,2,LLS,4,8,3,2009,1,1,2,1,15,10.5,60.9,269,1310,207,0.24,2.759,0.56,0.15,36.4,1,NA,852351,852351,NA,5.47089725309589,5.47089725309589,1.0218167629186,0.148206717804821,0,0,NA,0.4977,0.4977,NA,68.6402,NA,6.9959,NA,12.4987,68.6402,12.4987,6.9959,NA,8.5,NA,NA,NA,NA,8.5,NA,NA
D237391,2006,NYR,D391,Nyrölä,5,2,LLS,4,8,4,2010,1,1,3,1,16,8.9,60.9,273,1330,218,0.242,3.891,1,0.23,13,7,NA,734022,734022,NA,NA,NA,1.0218167629186,0.148206717804821,0,0,NA,0.51,0.51,NA,81.7502,NA,7.8668,NA,13.2379,81.7502,13.2379,7.8668,NA,4.5,NA,NA,NA,NA,4.5,NA,NA
D237391,2006,NYR,D391,Nyrölä,5,2,LLS,4,8,5,2011,1,1,4,0,16,11.5,61.1,274,1310,219,0.221,3.777,0.87,0.2,NA,0,NA,NA,NA,NA,NA,NA,1.0218167629186,0.148206717804821,0,1,NA,0.461,0.461,NA,72.1988,NA,7.1575,NA,12.8498,72.1988,12.8498,7.1575,NA,24,NA,0,NA,0.5,24,0,0.5
D237394,2006,NYR,D394,Nyrölä,2,2,LLS,2,18,1,2007,1,1,1,1,20,14.6,59.5,270,1180,196,0.202,1.41,0.97,0.3,6.4,10,379485,281688,330586.5,13.4253520550491,NA,13.4253520550491,1.02067022913863,0.156997653120934,0,0,NA,0.5189,0.5189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0
D237394,2006,NYR,D394,Nyrölä,2,2,LLS,2,18,2,2008,1,1,2,0,25,14.6,60.3,271,1300,226,0.233,4.81,0.98,0.09,7.21,8,NA,522238,522238,NA,NA,NA,1.02067022913863,0.156997653120934,0,0,NA,0.4992,0.4992,NA,74.5197,NA,7.3023,NA,13,74.5197,13,7.3023,NA,0,NA,NA,NA,NA,0,NA,NA
D243901,2007,NYR,D901,Nyrölä,2,0,LLUS,1,0,1,2008,0,0,NA,1,25,14.6,57.2,261,1110,181,0.255,1.99,0,NA,NA,0,NA,656789,656789,NA,NA,NA,1.01999685382028,0.152257807600534,0,0,NA,0.5849,0.5849,NA,74.7693,NA,7.886,NA,12.078,74.7693,12.078,7.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
D243901,2007,NYR,D901,Nyrölä,2,0,LLUS,1,0,2,2009,1,1,1,0,15,10.5,57,264,1200,207,0.226,3.83,0.93,0.02,33.02,0,NA,633124,633124,NA,6.82553341175069,6.82553341175069,1.01999685382028,0.152257807600534,0,0,NA,0.5398,0.5398,NA,77.8125,NA,7.6522,NA,12.9537,77.8125,12.9537,7.6522,NA,0,NA,NA,NA,NA,0,NA,NA
