"","Sample","lib","aligned_reads","ambig_reads","discarded_reads","meth_chg","meth_chh","meth_cpg","no_alignments","percent_aligned","percent_chg_meth","percent_chh_meth","percent_cpg_meth","strand_ctob","strand_ctot","strand_directional","strand_ob","strand_ot","total_c","total_reads","unmeth_chg","unmeth_chh","unmeth_cpg","Filename","File type","Encoding","Total Sequences","Sequences flagged as poor quality","Sequence length","%GC","total_deduplicated_percentage","avg_sequence_length","median_sequence_length","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","sample_id"
"415","441","lib19",5854936,391383,2268,6842869,2350035,21114988,5141079,51.4159248671207,6.7,1.2,28.8,0,0,"directional",2945760,2906908,370399470,11387398,94642515,193323445,52125618,"441_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",11387398,0,"20-141",32,25.3130541141393,115.183334068064,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib19_441"
"416","442","lib19",6477428,459570,2714,7417919,2065811,23144207,5857142,50.6280844198985,6.8,1,27.2,0,0,"directional",3241184,3233530,398966956,12794140,101639129,202907643,61792247,"442_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12794140,0,"20-141",33,25.9072559362301,110.39630448002,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_442"
"417","458","lib19",3715763,306878,1797,4247114,1192566,14499903,3807688,47.4534722615103,7,1.1,28.7,0,0,"directional",1864057,1849909,222002174,7830329,56688809,109392670,35981112,"458_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7830329,0,"20-141",34,30.8540346547283,104.62869465638,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_458"
"418","459","lib19",3610837,286920,1787,4135589,1127167,14286868,3747943,47.2270295721778,6.9,1,29.5,0,0,"directional",1810714,1798336,217219682,7645700,55579512,107922746,34167800,"459_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7645700,0,"20-141",34,33.4725819112675,106.044472448566,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_459"
"419","119","lib20",5903562,363098,2341,6747681,1865840,20206005,6014443,48.0702914062361,6.9,1.1,23.5,0,0,"directional",2968204,2933017,359529612,12281103,91350568,173738148,65621370,"119_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12281103,0,"20-141",34,44.9658435104399,106.739593503939,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib20_119"
"420","121","lib20",6162537,379464,2929,7105576,2093246,20296720,6590429,46.9260982164002,6.8,1.1,22.8,0,0,"directional",3099876,3059732,380521402,13132430,96765467,185427585,68832808,"121_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",13132430,0,"20-141",34,44.1225624164764,107.93193186638,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_121"
"421","135","lib20",715520,72432,305,810234,218872,2877361,767729,45.9940051977237,7.4,1.1,31.4,0,0,"directional",361074,354141,39853343,1555681,10086999,19562416,6297461,"135_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1555681,0,"20-141",34,55.1554113619756,99.658505181975,117,"pass","pass","warn","pass","fail","pass","pass","warn","warn","fail","pass","lib20_135"
"422","136","lib20",5378176,370827,2267,6223209,1803584,19230035,5272927,48.7952291477083,6.7,1.1,25.7,0,0,"directional",2693199,2682710,336988121,11021930,85984666,168290180,55456447,"136_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",11021930,0,"20-141",33,44.5702039809845,111.551353528828,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_136"
"423","175","lib20",2537261,186620,1097,2981195,965165,10268318,2836179,45.6336981975015,6.9,1.2,28.8,0,0,"directional",1274876,1261288,157987915,5560060,40386641,77990514,25396082,"175_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5560060,0,"20-141",34,53.453556881304,110.657235893138,137,"pass","pass","pass","pass","fail","pass","pass","warn","warn","fail","pass","lib20_175"
"424","176","lib20",2225175,140121,797,2588224,797251,7862228,2091663,49.9258575185457,6.9,1.1,26,0,0,"directional",1116127,1108251,138517731,4456959,34989014,69919060,22361954,"176_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4456959,0,"20-141",33,45.4663209545516,112.010400140544,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib20_176"
"425","191","lib20",3552946,279930,1696,4083635,1322168,13621868,4141864,44.5524995172256,6.7,1.2,26.4,0,0,"directional",1799177,1752073,224357120,7974740,56880138,110478311,37971000,"191_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7974740,0,"20-141",34,44.4753392169649,111.13624582118,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib20_191"
"426","263","lib20",1478664,89255,584,1724851,492695,5692500,1412410,49.6141197834199,6.9,1.1,27.7,0,0,"directional",738543,739537,89534500,2980329,23133321,43623218,14867915,"263_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2980329,0,"20-141",34,49.0173141940909,107.803611614691,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_263"
"427","416","lib20",2757708,175027,1169,3199692,872345,10590905,2727287,48.7225668027439,7,1.1,27.5,0,0,"directional",1381227,1375312,165078579,5660022,42688085,79810579,27916973,"416_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5660022,0,"20-141",35,50.1518701228716,105.204907154071,137,"pass","pass","pass","pass","fail","pass","pass","warn","warn","warn","pass","lib20_416"
"428","417","lib20",1453980,90632,575,1686580,471126,5403667,1300737,51.1002341013352,6.8,1,26.9,0,0,"directional",727977,725428,89820332,2845349,23168518,44427362,14663079,"417_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2845349,0,"20-141",34,46.6944398243584,110.949215017209,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_417"
"429","418","lib20",2075165,127141,1023,2412645,716282,7615154,1921227,50.3249276773097,6.6,1.1,26.3,0,0,"directional",1038748,1035394,131248317,4123533,34154081,65046538,21303617,"418_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4123533,0,"20-141",34,45.6378925532088,112.791377200085,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_418"
"430","423","lib20",2519865,151262,1281,2920721,835244,8669972,2298712,50.7031515507846,6.7,1.1,24.8,0,0,"directional",1262678,1255906,157041716,4969839,40766462,77580070,26269247,"423_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4969839,0,"20-141",34,46.2255460576449,111.001087359168,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_423"
"431","428","lib20",1371131,95587,660,1592394,489772,5430284,1334641,48.9452083792188,6.6,1.1,28.8,0,0,"directional",689886,680585,86156099,2801359,22424960,42770577,13448112,"428_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2801359,0,"20-141",34,47.5988627409257,112.110176882006,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib20_428"
"432","429","lib20",2577794,163875,1229,2990186,833164,9820256,2354576,50.5822227934489,6.7,1.1,27.3,0,0,"directional",1290061,1286504,159673114,5096245,41413764,78484303,26131441,"429_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5096245,0,"20-141",34,46.7448440348535,110.17162656034,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_429"
"433","430","lib20",2736599,163099,1264,3178151,925970,9762907,2530077,50.3998600310326,6.5,1.1,25.1,0,0,"directional",1370989,1364346,174692904,5429775,45344111,86405966,29075799,"430_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5429775,0,"20-141",34,46.9254684826344,113.769462638875,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_430"
"434","436","lib20",2742677,211590,1249,3143570,889583,10290439,2879528,47.013599209434,6.9,1.1,26.1,0,0,"directional",1376618,1364810,167896696,5833795,42677515,81708622,29186967,"436_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5833795,0,"20-141",34,47.2735799201893,107.159098837035,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_436"
"435","437","lib20",3555521,258614,1340,4115552,1232051,12868630,3386832,49.3756046930919,6.9,1.1,28.5,0,0,"directional",1781229,1772952,218270702,7200967,55593312,112214329,32246828,"437_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7200967,0,"20-141",32,51.3575431855422,111.829336809903,137,"pass","pass","pass","pass","fail","pass","pass","warn","warn","warn","pass","lib20_437"
"436","438","lib20",1686453,99248,531,1958389,586921,6125285,1537170,50.7528880898476,6.8,1.1,27.4,0,0,"directional",845132,840790,106026076,3322871,26921236,54230134,16204111,"438_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3322871,0,"20-141",33,46.1676110455972,113.396876375881,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_438"
"437","443","lib20",2725395,188876,949,3186225,1003895,9799157,2492760,50.4046490578656,7,1.1,28.7,0,0,"directional",1365298,1359148,167909111,5407031,42565927,87051320,24302587,"443_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5407031,0,"20-141",32,48.1864850338526,112.954473536401,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_443"
"438","70","lib20",1709422,122741,691,1981004,643990,7755050,1703453,48.348632883209,6.4,1.1,34.9,0,0,"directional",860291,848440,113213419,3535616,28934684,59411962,14486729,"70_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3535616,0,"20-141",33,41.618544878654,120.224532867823,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib20_70"
"439","71","lib20",4963515,332318,1743,5732844,1719965,17237177,4289720,51.7812065720152,6.9,1.1,28.6,0,0,"directional",2488809,2472963,299236381,9585553,77094300,154437429,43014666,"71_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9585553,0,"20-141",33,45.2243210390917,109.389529952002,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib20_71"
"440","7","lib20",6527930,368416,2165,7540480,2206876,22805699,5125218,54.3018362668951,6.4,1,26,0,0,"directional",3266797,3258968,425914137,12021564,109538088,218884095,64938899,"7_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12021564,0,"20-141",32,41.8774897285047,118.554210250846,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib20_7"
"441","111","lib99",5594400,473174,2589,6306167,1728449,20243610,5715916,47.4765964922107,6.9,1,28.1,0,0,"directional",2812861,2778950,333053888,11783490,84927304,168037619,51810739,"111_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",11783490,0,"20-141",33,26.8819888495198,106.45637837347,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib99_111"
"442","112","lib99",4869962,386847,2266,5801169,2183789,22205390,5668490,44.5750912629485,6.6,1.3,33.7,0,0,"directional",2459592,2408104,322692881,10925299,82234228,166500439,43767866,"112_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10925299,0,"20-141",33,29.3019256601069,119.937042272253,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib99_112"
"443","13","lib99",5023304,355825,2581,5810936,1651362,18674069,4779477,49.4487531064794,6.8,1.1,26.8,0,0,"directional",2511795,2508928,307415636,10158606,79062121,151286009,50931139,"13_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10158606,0,"20-141",34,29.4711871992949,107.781256503107,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib99_13"
"444","15","lib99",7315274,529575,3203,8534878,2742826,30353994,6798330,49.9568707041005,6.5,1.1,31.1,0,0,"directional",3664034,3648037,478985719,14643179,122525915,247498445,67329661,"15_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",14643179,0,"20-141",33,23.9708354441004,118.296624182495,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib99_15"
"445","184","lib99",6199178,453182,2971,7246001,2538841,28845866,6829129,45.9828880919608,6.2,1.1,32.6,0,0,"directional",3125009,3071198,425595510,13481489,108814725,218406558,59743519,"184_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",13481489,0,"20-141",33,23.5288701067791,121.801542767271,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib99_184"
"446","18","lib99",3482506,257136,1309,4086924,1336142,14965544,2968881,51.91166520559,6.5,1.1,34,0,0,"directional",1742355,1738842,229038580,6708523,58659475,120962219,29028276,"18_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6708523,0,"20-141",32,28.0439252627227,120.716870017439,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib99_18"
"447","1","lib99",4712966,431194,2018,5288709,1390873,15310488,4923566,46.8126168709796,7.4,1.1,25.5,0,0,"directional",2370782,2340166,260270297,10067726,66243729,127373257,44663241,"1_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10067726,0,"20-141",34,30.7731068766592,97.0840641670224,117,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib99_1"
"448","22","lib99",1509072,121682,515,1695792,429892,6101465,1357383,50.502102145919,6.7,0.9,31.3,0,0,"directional",757132,751425,92506858,2988137,23718094,47181578,13380037,"22_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2988137,0,"20-141",33,35.5582990999831,110.214800727008,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib99_22"
"449","250","lib99",3536347,361405,1460,3993446,1176869,12270232,3562755,47.400893799845,7.6,1.2,29,0,0,"directional",1785138,1749749,189697401,7460507,48273104,93882282,30101468,"250_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7460507,0,"20-141",34,33.7054875819456,95.4955990256426,112,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib99_250"
"450","253","lib99",877994,65034,239,1020467,334764,3763287,706744,53.2191114893452,6.8,1.1,38,0,0,"directional",442786,434969,54654770,1649772,13941563,29450748,6143941,"253_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1649772,0,"20-141",32,41.3018486067244,116.703734819114,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib99_253"
"451","25","lib99",4208414,272655,1384,4913433,1546706,17349807,3738271,51.2013616665085,6.7,1.1,32.3,0,0,"directional",2109844,2097186,269139720,8219340,68912516,140055318,36361940,"25_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8219340,0,"20-141",32,28.5799009343111,116.30425922276,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib99_25"
"452","2","lib99",2492077,170540,1122,2905778,886834,10158771,2518493,48.0992876043937,6.7,1.1,29.3,0,0,"directional",1245331,1245624,158351035,5181110,40378899,79494986,24525767,"2_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5181110,0,"20-141",34,32.2011270559457,113.283187193478,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib99_2"
"453","31","lib99",4138195,281098,1607,4768920,1577179,15814755,3518409,52.1334134236836,6.7,1.1,31.1,0,0,"directional",2089875,2046713,259661678,7937702,66213297,136177756,35109771,"31_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7937702,0,"20-141",32,28.1730441849229,114.300048175152,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib99_31"
"454","32","lib99",4335261,404793,1716,4808245,1129423,15183780,3766646,50.9628998318972,7.3,0.9,29.3,0,0,"directional",2175066,2158479,236757981,8506700,60960643,118012678,36663212,"32_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8506700,0,"20-141",34,31.7361837573014,97.100190085462,117,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib99_32"
"455","42","lib99",6368386,471202,2562,7190036,1966779,26861963,5885958,50.0441081270698,6.4,0.9,32.6,0,0,"directional",3195067,3170757,411413094,12725546,106029518,213705686,55659112,"42_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12725546,0,"20-141",33,23.7472803295781,116.966616127905,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib99_42"
"456","44","lib99",3666950,277275,1367,4254321,1354572,14331185,3372815,50.1152105222877,6.8,1.1,32.2,0,0,"directional",1842853,1822730,230778342,7317040,58706291,121911961,30220012,"44_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7317040,0,"20-141",32,29.5817238804314,116.072558848933,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib99_44"
"457","55","lib99",4236459,383928,1559,4753157,1171612,16892693,3959330,49.3776076763371,7.1,1,32.9,0,0,"directional",2122974,2111926,241828547,8579717,62397619,122131294,34482172,"55_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8579717,0,"20-141",33,34.6773692838179,102.981494144853,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib99_55"
