"","Sample","lib","aligned_reads","ambig_reads","discarded_reads","meth_chg","meth_chh","meth_cpg","no_alignments","percent_aligned","percent_chg_meth","percent_chh_meth","percent_cpg_meth","strand_ctob","strand_ctot","strand_directional","strand_ob","strand_ot","total_c","total_reads","unmeth_chg","unmeth_chh","unmeth_cpg","Filename","File type","Encoding","Total Sequences","Sequences flagged as poor quality","Sequence length","%GC","total_deduplicated_percentage","avg_sequence_length","median_sequence_length","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","sample_id"
"229","24","lib11",3084476,202786,1059,3598618,1148029,11050692,2239625,55.8085591400729,6.8,1.1,29,0,0,"directional",1548085,1535332,192055864,5526887,49460128,99709232,27089165,"24_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5526887,0,"20-141",32,29.7673316974944,113.445428140651,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib11_24"
"230","26","lib11",2900310,179274,990,3404562,1054105,10836697,2157180,55.3836300432863,6.7,1.1,28.9,0,0,"directional",1453070,1446250,183870367,5236764,47277365,94630701,26666937,"26_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5236764,0,"20-141",32,30.2432830878225,115.133590324101,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib11_26"
"231","276","lib11",1568801,117489,670,1818120,526064,6229233,1624975,47.3776940232811,6.9,1.1,27.7,0,0,"directional",788106,780025,96511557,3311265,24478402,47161601,16298137,"276_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3311265,0,"20-141",34,36.6337656095668,107.048040250478,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_276"
"232","277","lib11",2795533,176057,1099,3296623,1037328,11429336,2654370,49.6898840375687,6.7,1.1,30.1,0,0,"directional",1399322,1395112,177762658,5625960,45660154,89793949,26545268,"277_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5625960,0,"20-141",34,30.8458634973308,113.675955214754,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_277"
"233","278","lib11",3992231,277891,1665,4679193,1416769,15388635,3853115,49.1458146549214,6.9,1.1,27.9,0,0,"directional",1998830,1991736,248167607,8123237,63179019,123665146,39838845,"278_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8123237,0,"20-141",34,28.2453964247679,110.511712141354,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib11_278"
"234","281","lib11",2531337,199917,1162,2970464,891727,9735061,2752556,46.1601878985596,7.3,1.2,26.8,0,0,"directional",1268532,1261643,149960406,5483810,37844273,71962740,26556141,"281_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5483810,0,"20-141",35,34.3312403401352,102.964725254887,127,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_281"
"235","444","lib11",2629355,190522,1094,3073418,928898,10030238,2393874,50.4311579129882,7.1,1.2,29,0,0,"directional",1317114,1311147,156994624,5213751,40013324,78437503,24511243,"444_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5213751,0,"20-141",34,33.2916523199866,106.559914924974,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib11_444"
"236","445","lib11",3428740,253770,1647,3972884,1225089,11831930,3225912,49.6313050939853,6.9,1.2,25.1,0,0,"directional",1725333,1701760,209869152,6908422,53418714,104122585,35297950,"445_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6908422,0,"20-141",34,29.5930206206917,108.152063959034,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_445"
"237","446","lib11",4363143,327970,2183,5064813,1700616,15956956,4606171,46.9292214801656,6.8,1.2,24.7,0,0,"directional",2207397,2153563,275543528,9297284,69715072,134546475,48559596,"446_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9297284,0,"20-141",34,26.8892501106622,110.500926937372,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib11_446"
"238","447","lib11",6095025,403074,2879,7114008,2209695,22357034,5532625,50.6621629753953,6.8,1.1,27,0,0,"directional",3057751,3034395,380300809,12030724,97856600,190208254,60555218,"447_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12030724,0,"20-141",34,25.7888931616925,110.132978779997,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_447"
"239","47","lib11",8494621,512437,3647,9869962,2966075,32390310,7518083,51.4042270501656,6.5,1,28.2,0,0,"directional",4254253,4236721,551125569,16525141,141735427,281798221,82365574,"47_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",16525141,0,"20-141",33,23.1150041233506,115.277204533383,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_47"
"240","48","lib11",1240549,92964,411,1439162,472399,4730081,1053803,51.9641723173639,6.8,1.1,32.9,0,0,"directional",623753,616385,76941478,2387316,19665488,40994089,9640259,"48_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2387316,0,"20-141",32,38.8038554490299,113.921553325995,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib11_48"
"241","86","lib11",1795826,150620,880,2087238,615213,8238312,1783289,48.1488899345396,6.6,1,34.2,0,0,"directional",898359,896587,115140992,3729735,29629404,58716050,15854775,"86_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3729735,0,"20-141",34,34.6097456702542,112.649771096338,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_86"
"242","87","lib11",4270521,272442,1875,4954211,1486507,15188563,4228420,48.6869744486132,7,1.2,25.5,0,0,"directional",2142489,2126157,258012611,8771383,65548968,126522251,44312111,"87_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8771383,0,"20-141",34,29.623023855905,105.239481846819,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_87"
"243","167","lib12",3899256,369356,1907,4549224,1459511,15161825,4706001,43.4476227554325,7.4,1.3,27.6,0,0,"directional",1963375,1933974,226521055,8974613,56914092,108584017,39852386,"167_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8974613,0,"20-141",35,30.8507757350986,100.787698032216,117,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib12_167"
"244","168","lib12",1772178,131419,591,2067504,652397,7111635,1459471,52.6952770505978,6.8,1.1,32.1,0,0,"directional",887742,883845,110983111,3363068,28335535,57786935,15029105,"168_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3363068,0,"20-141",32,37.6255105569243,114.247035445016,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib12_168"
"245","174","lib12",1779310,134356,750,2086869,675961,6998674,1807424,47.8169031117226,7,1.2,28.3,0,0,"directional",895296,883264,109268758,3721090,27525884,54290081,17691289,"174_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3721090,0,"20-141",34,36.6278519013182,108.79902044831,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib12_174"
"246","175","lib12",1872101,123610,738,2233470,775219,7351922,1817146,49.0996908617344,7,1.3,28.7,0,0,"directional",940718,930645,117393323,3812857,29706456,59031469,18294787,"175_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3812857,0,"20-141",33,35.9139849852997,112.239148229267,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib12_175"
"247","231","lib12",2537218,183957,963,2974228,942085,11294763,2307710,50.4528936334794,6.7,1.1,34.6,0,0,"directional",1271479,1264776,160749915,5028885,41189579,82983278,21365982,"231_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5028885,0,"20-141",33,32.7727708626427,113.016621974851,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib12_231"
"248","232","lib12",3159743,240873,1393,3716145,1157451,12598336,3104070,48.5764109136091,7,1.2,29.5,0,0,"directional",1584558,1573792,194189546,6504686,49092896,97450484,30174234,"232_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6504686,0,"20-141",34,31.362700421432,109.508847006604,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib12_232"
"249","346","lib12",226137,16606,89,258645,115708,978941,233328,47.5006879225998,6.9,1.5,35.6,0,0,"directional",117131,108917,14099180,476071,3503266,7471233,1771387,"346_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",476071,0,"20-141",33,53.0465725644935,112.437172186502,137,"pass","pass","warn","pass","fail","fail","pass","warn","warn","fail","pass","lib12_346"
"250","347","lib12",3915298,264381,1806,4609851,1587107,15127397,3843105,48.8022362312135,6.7,1.2,28.6,0,0,"directional",1972001,1941491,252800945,8022784,64326979,129468740,37680871,"347_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8022784,0,"20-141",33,28.5276627361014,114.448943907751,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib12_347"
"251","348","lib12",5444772,377882,2326,6389313,2210111,21113769,5411840,48.4647728682752,6.6,1.2,28.3,0,0,"directional",2742851,2699595,356388317,11234494,90534362,182679965,53460797,"348_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",11234494,0,"20-141",33,25.0818717257541,115.938448140165,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib12_348"
"252","352","lib12",3371412,231462,1341,3957641,1334423,12618224,2949017,51.4570831535506,6.8,1.2,28.6,0,0,"directional",1695063,1675008,213495679,6551891,54361195,109792317,31431879,"352_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6551891,0,"20-141",33,29.9623889849041,113.266991773825,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib12_352"
"253","353","lib12",5210081,396065,2136,6071400,1752691,19268819,4989404,49.1723506566436,7.2,1.2,26.9,0,0,"directional",2613460,2594485,306385073,10595550,77744079,149104795,52443289,"353_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10595550,0,"20-141",34,30.4055503871307,102.196830556224,117,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib12_353"
"254","354","lib12",2076728,144740,841,2422449,834783,8057757,1894103,50.4602642014923,6.7,1.2,30.1,0,0,"directional",1044709,1031178,133834095,4115571,33872049,69901867,18745190,"354_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4115571,0,"20-141",32,32.6338768395727,116.802247610356,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib12_354"
"255","355","lib12",2902359,225967,1349,3411460,1077264,11449117,3065865,46.856143118609,6.9,1.2,27.6,0,0,"directional",1456031,1444979,180398073,6194191,45792647,88633152,30034433,"355_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6194191,0,"20-141",34,33.6314425436234,108.592578595009,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib12_355"
"256","451","lib12",1359882,94638,703,1610148,512290,5782993,1325227,48.9210708744357,6.9,1.2,30,0,0,"directional",682190,676989,85057146,2779747,21735480,41910129,13506106,"451_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2779747,0,"20-141",35,39.774107749168,108.153170054685,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib12_451"
"257","452","lib12",1381972,105125,478,1616816,522603,5517450,1240682,50.6629019433026,7,1.2,32,0,0,"directional",693866,687628,85239412,2727779,21558482,44293844,11730217,"452_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2727779,0,"20-141",33,38.4954642108955,112.999708920701,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib12_452"
"258","453","lib12",1950980,138345,716,2279669,731607,7755485,1666128,51.9505902483668,6.9,1.1,31.3,0,0,"directional",980111,970153,121990230,3755453,30947033,63287464,16988972,"453_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3755453,0,"20-141",33,34.7656743785656,113.800133033219,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib12_453"
"259","67","lib12",2093685,158997,786,2442125,812419,8920716,2117778,47.9053692288684,6.8,1.2,33.3,0,0,"directional",1055132,1037767,131444483,4370460,33356973,68047352,17864898,"67_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4370460,0,"20-141",33,33.3829108430603,113.089761489637,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib12_67"
"260","68","lib12",9394166,473888,4126,11115698,3517526,37714950,9473193,48.5706324933444,6.4,1.1,26.5,0,0,"directional",4700970,4689070,627936129,19341247,161380535,309770370,104437050,"68_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",19341247,0,"20-141",34,23.9885038266508,116.511604965285,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib12_68"
"261","69","lib12",5014445,313650,1956,5892677,1939230,19410548,4645856,50.2754124218176,6.8,1.2,28.3,0,0,"directional",2520423,2492066,316434404,9973951,81053489,158927687,49210773,"69_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9973951,0,"20-141",34,28.2902767823985,110.772638044843,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib12_69"
"262","72","lib12",6938488,467857,3474,8164613,2702646,28892510,6937375,48.3730022616169,6.7,1.2,30,0,0,"directional",3487454,3447560,444624588,14343720,114368556,223092019,67404244,"72_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",14343720,0,"20-141",34,25.3042728454207,111.7825487391,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib12_72"
"263","84","lib12",1870775,157373,763,2158235,770715,7599469,1601654,51.5393126126439,6.8,1.2,34.2,0,0,"directional",946981,923031,116923157,3629802,29700689,62052429,14641620,"84_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3629802,0,"20-141",32,35.1172134460678,113.938486451878,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib12_84"
"264","85","lib12",2685597,174933,1110,3162861,1061483,9962429,2720421,48.12077726538,6.9,1.2,26.1,0,0,"directional",1352215,1332272,170198814,5580951,42865273,84974923,28171845,"85_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5580951,0,"20-141",33,31.0609504463226,112.10269396739,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib12_85"
"265","176","lib13",495240,32406,188,610878,270298,1995374,536212,46.5513254588488,7.1,1.7,30.7,0,0,"directional",251239,243813,31198061,1063858,7940003,15873503,4508005,"176_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1063858,0,"20-141",33,54.3968812490903,114.883444971039,137,"pass","pass","warn","pass","fail","fail","pass","warn","warn","fail","pass","lib13_176"
"266","227","lib13",678119,39293,300,835353,322256,2717164,702768,47.7488064893183,7.1,1.5,26.8,0,0,"directional",340287,337532,42824027,1420180,10901559,20610917,7436778,"227_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1420180,0,"20-141",35,50.3880285683738,110.230202509541,137,"pass","pass","pass","pass","fail","pass","pass","warn","warn","fail","pass","lib13_227"
"267","228","lib13",771912,50324,363,960568,400863,3079414,791354,47.8381745052956,7.1,1.6,29.1,0,0,"directional",387592,383957,49691803,1613590,12647101,25085883,7517974,"228_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1613590,0,"20-141",33,47.0088229523821,116.912285648771,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib13_228"
"268","229","lib13",1916543,104912,899,2384961,967612,8035622,1869314,49.2587198057762,6.8,1.5,29.1,0,0,"directional",962332,953312,127396227,3890769,32736704,63695587,19575741,"229_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3890769,0,"20-141",34,36.9420110567979,118.711050951624,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib13_229"
"269","238","lib13",1937414,135003,848,2392175,1053046,8059687,1917566,48.5569487388793,6.9,1.6,32.7,0,0,"directional",978167,958399,125369399,3989983,32128045,65114999,16621447,"238_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3989983,0,"20-141",33,36.0251035008302,117.728294080451,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib13_238"
"270","239","lib13",2196211,156180,975,2683033,1111565,8010867,2213138,48.1041955926685,7.1,1.6,27.8,0,0,"directional",1109681,1085555,137559883,4565529,34999732,69910433,20844253,"239_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4565529,0,"20-141",33,36.4928534340961,113.288009998403,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib13_239"
"271","240","lib13",3461545,231002,1629,4240391,1844786,14755620,3951646,45.2833281420289,6.8,1.6,29.4,0,0,"directional",1755672,1704244,226734879,7644193,57976491,112544998,35372593,"240_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7644193,0,"20-141",34,31.6107980666409,115.180288619086,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib13_240"
"272","269","lib13",1306223,62922,489,1498848,442203,4878426,1306086,48.826549931576,6.1,0.9,26,0,0,"directional",656234,649500,90435880,2675231,23038542,46692916,13884945,"269_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2675231,0,"20-141",32,34.2342627911777,124.453455421233,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib13_269"
"273","270","lib13",1348600,75870,688,1550825,447984,5371575,1431651,47.2178874774563,6.2,0.9,27.7,0,0,"directional",675667,672245,91981065,2856121,23417002,47192032,14001647,"270_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2856121,0,"20-141",33,35.5409647220996,122.328142610205,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib13_270"
"274","282","lib13",558336,33397,279,713810,312413,2378021,658474,44.6594843893851,7.2,1.8,27.5,0,0,"directional",279276,278781,35931695,1250207,9134642,17115586,6277223,"282_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1250207,0,"20-141",35,52.5509577346053,112.026198861469,137,"pass","pass","pass","pass","fail","pass","pass","warn","warn","fail","pass","lib13_282"
"275","283","lib13",1140030,74583,513,1404624,596599,4580419,1291634,45.4875357456787,6.8,1.6,27.2,0,0,"directional",575741,563776,75027844,2506247,19126852,37043717,12275633,"283_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2506247,0,"20-141",34,41.0391228222955,116.062471097222,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib13_283"
"276","284","lib13",2210928,114291,908,2508618,692156,8277799,2062485,50.3891784860601,6.2,0.9,28.3,0,0,"directional",1108258,1101762,148563602,4387704,37885281,78265359,20934389,"284_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4387704,0,"20-141",32,30.6906958720375,122.53788974826,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib13_284"
"277","307","lib13",1193531,56552,541,1481961,619104,4118328,1127615,50.1969131487683,7,1.6,24.2,0,0,"directional",600352,592638,77666515,2377698,19838230,38678476,12930416,"307_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2377698,0,"20-141",34,41.8023317635171,116.297892331154,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib13_307"
"278","308","lib13",2450631,142184,1159,3028718,1262849,9276077,2532170,47.817330197064,6.9,1.6,25.6,0,0,"directional",1232327,1217145,160736398,5124985,40958603,79231993,26978158,"308_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5124985,0,"20-141",34,34.9253903306277,116.204631623312,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib13_308"
"279","309","lib13",1385351,92642,729,1711753,745300,5515888,1500915,46.5053301411121,6.9,1.6,27,0,0,"directional",702410,682212,90770892,2978908,23098774,44818834,14880343,"309_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2978908,0,"20-141",34,39.0465432926492,116.392123556686,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib13_309"
"280","310","lib13",1495033,88223,819,1855143,731300,6134798,1474235,48.897380237587,6.9,1.5,28.7,0,0,"directional",749158,745056,96984126,3057491,24936586,48079532,15246767,"310_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3057491,0,"20-141",34,40.961386623124,115.029992892865,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib13_310"
"281","394","lib13",3787417,210851,1699,4300965,1183121,14383444,3819467,48.4464745863092,6.3,0.9,27.8,0,0,"directional",1895407,1890311,251722926,7817735,64374887,130083137,37397372,"394_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7817735,0,"20-141",32,27.5447436668192,119.341314971664,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib13_394"
"282","395","lib13",1659678,104263,815,1889769,523133,6821398,1953547,44.64514747593,6.1,0.9,27.7,0,0,"directional",833589,825274,112987878,3717488,28859290,57074460,17819828,"395_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3717488,0,"20-141",33,35.8444395371186,120.642928504409,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib13_395"
"283","59","lib13",957530,52519,279,1083740,300260,3658094,767732,53.8609648770012,6.2,0.9,31.2,0,0,"directional",480033,477218,64141560,1777781,16372224,34655928,8071314,"59_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1777781,0,"20-141",31,38.3214423188416,125.11366641898,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib13_59"
"284","95","lib13",2302146,146305,1027,2847715,1225819,9410117,2133041,50.2488272379391,6.9,1.6,31.9,0,0,"directional",1158510,1142609,148485337,4581492,38138044,76803070,20060572,"95_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4581492,0,"20-141",33,35.6918800039799,117.464619385999,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib13_95"
"285","96","lib13",2194264,146129,977,2674259,996123,8252250,2165729,48.6951751417294,7.3,1.5,27.3,0,0,"directional",1101490,1091797,133046009,4506122,33910308,65210187,22002882,"96_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4506122,0,"20-141",34,39.3871329151873,107.474823140607,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib13_96"
"286","97","lib13",2455129,164345,1046,3013130,1219797,9706396,2442613,48.5003319777001,7,1.5,28.7,0,0,"directional",1234005,1220078,157008478,5062087,40115385,78849262,24104508,"97_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5062087,0,"20-141",33,35.0360285588031,115.051680067925,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib13_97"
"287","10","lib14",417961,33383,234,474874,122553,1836589,350463,52.1273822752857,6.7,1,34,0,0,"directional",208483,209244,25067763,801807,6629940,12446171,3557636,"10_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",801807,0,"20-141",35,54.8354244236193,108.649749877464,127,"pass","pass","warn","pass","fail","pass","pass","warn","warn","fail","pass","lib14_10"
"288","11","lib14",2925216,199029,1403,3351200,885374,12098259,2803013,49.351926303866,6.3,1,28.8,0,0,"directional",1463854,1459959,187576889,5927258,49436056,91856940,29949060,"11_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5927258,0,"20-141",35,31.512641882024,113.681420650156,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib14_11"
"289","279","lib14",1120761,71143,427,1306477,457387,4383369,994617,51.2577286017377,6.5,1.2,30.8,0,0,"directional",565939,554395,73064998,2186521,18912823,38142382,9862560,"279_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2186521,0,"20-141",33,36.4779768241935,120.242084114445,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib14_279"
"290","280","lib14",3685799,225465,1809,4269774,1224035,14150663,3915416,47.0927519714617,6.4,1,25,0,0,"directional",1847033,1836957,244087165,7826680,62747521,119140403,42554769,"280_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7826680,0,"20-141",35,28.6478989666924,116.280872860523,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib14_280"
"291","285","lib14",2867108,152339,1599,3367195,1022712,11652044,3479044,44.1195963801443,6.4,1.1,23.7,0,0,"directional",1437284,1428225,192449598,6498491,49332806,89613959,37460882,"285_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6498491,0,"20-141",36,31.37343771145,114.004129266317,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib14_285"
"292","286","lib14",3460506,179909,1678,4009629,1125077,13050139,3566913,48.0137160401192,6.3,1,24.4,0,0,"directional",1733171,1725657,231258941,7207328,59681435,112905932,40486729,"286_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7207328,0,"20-141",35,35.2053890290541,117.415786543918,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib14_286"
"293","299","lib14",2088457,96310,873,2415128,664991,8007947,2000065,49.905396441243,6.3,1,24.2,0,0,"directional",1048352,1039232,139622141,4184832,36024006,67474667,25035402,"299_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4184832,0,"20-141",35,33.3089480644454,116.116607548403,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib14_299"
"294","300","lib14",4771160,271024,2231,5485696,1535063,18534513,4642063,49.2672274881052,6.3,1,26.9,0,0,"directional",2391214,2377715,313357359,9684247,81469232,155979761,50353094,"300_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9684247,0,"20-141",34,27.5107345974598,115.776119196464,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib14_300"
"295","301","lib14",5325987,265121,2241,6159149,1777302,19591830,4875668,50.8846945802604,6.3,1,25.3,0,0,"directional",2670719,2653027,355945908,10466776,92321732,178178498,57917397,"301_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10466776,0,"20-141",34,26.1872504124447,118.846240332267,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib14_301"
